bldg_id,BuildingType,RC,WallArea,surfaceArea,OverallHeight,Orientation,GalzingArea,GlazingAreaDistribution,,HeatingEnergykwh,CoolingEnergy
54991,Single-Family Detached,0.832924253,1611.8,3510.2,1,South,123.8,0.076808537,,11309.6126,4162.195339
55015,Single-Family Detached,0.988418785,2811.6,4351.7,2,Northwest,189.9,0.067541613,,13218.67755,7128.36764
55026,Mobile Home,0.906940775,991.2,1872.2,1,Southeast,118.8,0.119854722,,3380.281723,1751.099645
55034,Single-Family Detached,0.995742895,2064,3013.2,2,Northwest,233.3,0.113032946,,16288.59701,4870.841187
55083,Single-Family Detached,0.832924253,1611.8,3510.2,1,West,123.8,0.076808537,,25237.22907,5351.477741
55106,50 or more Unit,0.92112127,148.8,148.8,3,South,26.8,0.180107527,,317.1028979,1226.209358
55215,3 or 4 Unit,0.900316034,1126.6,1126.6,4,North,202.8,0.180010652,,858.9913067,3807.286273
55237,10 to 19 Unit,0.970594693,940.2,940.2,2,West,112.8,0.119974474,,3441.533577,1729.705457
55256,Single-Family Detached,0.988418785,2204.2,3293.7,2,South,330.5,0.149941022,,1212.141946,5717.816579
55347,Single-Family Detached,0.773567127,1728,4406,1,Southwest,155.6,0.090046296,,15787.15241,2688.633998
55363,Single-Family Detached,0.832924253,2027.8,4570.2,1,South,72,0.03550646,,3684.782565,2793.846512
55391,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,144.1,0.071062235,,3287.964336,3936.237543
55423,Single-Family Detached,0.832924253,1611.8,3510.2,1,South,206.4,0.12805559,,2993.720982,5444.674341
55433,Mobile Home,0.984889259,576.4,874.4,1,South,103.8,0.180083276,,794.5156713,2161.985284
55443,Single-Family Detached,0.801044342,2265.2,5345.4,1,South,205.6,0.090764612,,17088.68103,5081.852357
55481,20 to 49 Unit,0.875751516,487.9,487.9,4,Southeast,58.5,0.119901619,,1967.386094,2044.170714
55486,Single-Family Detached,0.99988623,2142,2989.4,2,Northeast,198.5,0.092670401,,9098.684445,9845.13646
55500,Single-Family Attached,0.907960859,352.2,1224.2,1,West,52.8,0.149914821,,4797.280348,1669.625887
55628,Single-Family Detached,0.871514547,1340.8,2713.8,1,Northeast,105.4,0.078609785,,1172.870423,6584.134663
55629,Single-Family Attached,0.907960859,352.2,1327.2,1,Northeast,31.6,0.089721749,,632.4473694,1055.348924
55651,Single-Family Detached,0.968042554,2946.8,4797.2,2,East,407.6,0.138319533,,28105.22255,5367.010508
55659,Single-Family Detached,0.832924253,2027.8,4570.2,1,South,108,0.05325969,,3515.680557,4083.06615
55680,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,108,0.05325969,,8760.48043,2559.975798
55754,Single-Family Detached,0.871514547,1429,2945,1,North,94,0.065780266,,8218.005878,3843.040943
55775,Single-Family Detached,0.979627785,2629.8,4126.8,2,Northwest,293.2,0.111491368,,6087.086128,4225.791761
55814,Mobile Home,0.871514547,1170.2,2398.2,1,North,105.4,0.090070073,,4387.27392,1412.89563
55841,3 or 4 Unit,0.997557105,662.2,662.2,2,Southeast,79.4,0.119903352,,6025.541203,2068.495613
55873,Single-Family Detached,0.871514547,1637.6,3332.5,1,North,125.4,0.076575476,,3510.991421,4944.695096
55943,10 to 19 Unit,0.962018974,563.3,563.3,3,Northeast,101.4,0.180010652,,2813.482274,1703.035989
55982,Single-Family Detached,0.968042554,2946.8,4797.2,2,East,326,0.110628478,,14574.13125,5559.26513
55992,Single-Family Detached,0.801044342,1861.2,4297.4,1,West,140.4,0.075435203,,21309.78366,3994.558687
55999,Single-Family Detached,0.773567127,2648.2,6608.2,1,East,266.1,0.100483347,,2400.838207,6438.18527
56016,Single-Family Attached,0.996000752,1312.6,2151.6,2,East,118.1,0.089974097,,4650.15867,3634.960484
56037,5 to 9 Unit,0.943945833,662.2,1516.2,3,West,39.8,0.060102688,,4797.280348,2155.537722
56049,20 to 49 Unit,0.783427751,148.8,148.8,5,Southwest,13.4,0.090053763,,271.676882,1240.56984
56093,50 or more Unit,0.962018974,563.3,1701.3,3,North,67.5,0.119829576,,4981.035909,1799.456371
56126,Single-Family Detached,0.832924253,1680,3954,1,Southeast,108,0.064285714,,5321.291421,2811.137705
56156,Single-Family Detached,0.871514547,1340.8,2713.8,1,Northwest,175.4,0.130817422,,7871.595874,6133.684428
56163,50 or more Unit,0.900316034,201.2,201.2,4,Southwest,36.2,0.179920477,,401.8004372,0
56287,5 to 9 Unit,0.989937806,416.7,416.7,2,Northwest,75,0.179985601,,3080.470018,1921.960078
56324,Single-Family Detached,0.801044342,2265.2,5345.4,1,Northeast,246.7,0.108908706,,11537.32882,4614.110929
56352,Single-Family Detached,0.801044342,1850.6,4605.6,1,North,164.4,0.088836053,,6492.110346,6649.19644
56428,Single-Family Detached,0.773567127,1836.8,3977.8,1,Southeast,127.1,0.069196429,,2001.968481,5375.80264
56435,Single-Family Detached,0.832924253,2027.8,4570.2,1,Northwest,108,0.05325969,,15063.26687,2445.091939
56469,Single-Family Detached,0.871514547,1340.8,2713.8,1,West,140.4,0.104713604,,977.098948,2299.142545
56507,Single-Family Attached,0.907960859,669.1,1541.1,1,East,100.3,0.149902855,,11617.04415,3419.260175
56516,Single-Family Detached,0.995742895,2512.8,3775,2,South,111.1,0.044213626,,20008.25503,3757.757262
56576,Single-Family Detached,0.832924253,2027.8,4570.2,1,South,216,0.106519381,,13352.9041,3176.011187
56600,Single-Family Detached,0.928814344,2153,5276.2,2,South,194,0.090106828,,19396.02957,4122.044602
56621,Single-Family Detached,0.979627785,2119.4,3117.4,2,East,299.2,0.14117203,,17887.29969,1213.31423
56694,Single-Family Detached,0.832924253,1611.8,3510.2,1,South,82.4,0.051122968,,27549.55981,67.99248828
56797,Single-Family Detached,0.968042554,2946.8,4797.2,2,Northwest,326,0.110628478,,55814.5061,9273.647873
56810,Single-Family Detached,0.988418785,2811.6,4351.7,2,North,316.1,0.112427088,,10498.0988,2532.134047
56822,Single-Family Detached,0.928814344,3913.8,6995.3,2,South,412,0.105268537,,4330.125061,7978.859885
56830,2 Unit,0.997557105,975.8,975.8,2,East,87.8,0.089977454,,2415.198689,1799.456371
56860,Single-Family Detached,0.906940775,991.2,1872.2,1,North,118.8,0.119854722,,1120.996843,3877.330259
56981,Single-Family Detached,0.995742895,2064,3013.2,2,West,350.4,0.169767442,,37438.95,7690.771023
56982,Single-Family Detached,0.871514547,1637.6,3332.5,1,Southeast,156.6,0.095627748,,1041.574583,4385.222423
56996,Single-Family Detached,0.832924253,1376,3074,1,Northwest,123.8,0.08997093,,13653.59502,7932.554657
57010,20 to 49 Unit,0.943945833,487.9,1341.9,3,Northwest,58.5,0.119901619,,65.94099079,2362.445896
57017,Single-Family Detached,0.773567127,2100,5094,1,Northeast,259.2,0.123428571,,1540.381544,2994.307124
57024,Single-Family Detached,0.988418785,2204.2,3293.7,2,North,132.3,0.060021777,,1693.071572,2660.206104
57045,Single-Family Detached,0.871514547,1637.6,3332.5,1,Southwest,188.2,0.114924279,,6458.114102,6114.927879
57065,Single-Family Detached,0.988418785,2811.6,4512.6,2,East,252.9,0.089948784,,20142.18852,8894.120837
57089,Single-Family Detached,0.670787006,2782.6,9233.6,1,East,264.8,0.095162797,,4395.18684,4315.471508
57114,Single-Family Detached,0.832924253,1625,3611,1,North,149,0.091692308,,6544.570068,4659.536945
57123,Single-Family Detached,0.871514547,1234.6,2243,1,East,65.5,0.053053621,,4762.991032,3420.43246
57151,Mobile Home,0.906940775,991.2,1872.2,1,West,118.8,0.119854722,,875.4032866,3469.961471
57189,Single-Family Detached,0.832924253,1611.8,3510.2,1,Northwest,123.8,0.076808537,,12948.75909,5772.91394
57199,2 Unit,0.99999585,1126.6,1126.6,2,Southeast,202.8,0.180010652,,6344.109456,2286.833561
57201,2 Unit,0.880032866,764.5,1902.5,1,West,137.6,0.17998692,,4845.637074,3322.839793
57219,Single-Family Detached,0.773567127,2494.4,6132.4,1,North,229.6,0.092046183,,2126.230614,4712.582808
57248,Single-Family Detached,0.801044342,2265.2,5345.4,1,South,164.4,0.072576373,,0,6243.293008
57273,Single-Family Detached,0.832924253,1611.8,3510.2,1,East,165.2,0.102494106,,5126.69223,3740.466068
57316,Mobile Home,0.871514547,1170.2,2398.2,1,Northwest,70.2,0.059989745,,960.3938969,4451.163414
57317,Single-Family Detached,0.995742895,2330,3467,2,North,277.6,0.119141631,,4180.072674,9302.368839
57378,Mobile Home,0.984889259,576.4,874.4,1,West,52,0.090215128,,196.6506881,1191.626971
57387,Single-Family Detached,0.871514547,1637.6,3332.5,1,Southwest,125.4,0.076575476,,6736.82469,3705.004469
57400,Single-Family Detached,0.928814344,4463.8,8070,2,South,300.5,0.067319324,,25249.83112,3999.540895
57402,Single-Family Detached,0.832924253,1376,3074,1,West,165.2,0.12005814,,16855.10339,5631.067542
57470,Single-Family Detached,0.968042554,3101,5044,2,East,314.5,0.101418897,,16482.31699,6141.011205
57513,5 to 9 Unit,0.99999585,563.3,1701.3,2,West,101.4,0.180010652,,3445.929643,2029.517161
57622,5 to 9 Unit,0.981471835,299.6,621.6,1,North,54,0.18024032,,4402.220545,2197.446884
57636,Single-Family Detached,0.995742895,2512.8,3775,2,West,166.4,0.066220949,,4763.284103,3663.095306
57655,Single-Family Detached,0.832924253,1611.8,3510.2,1,South,247.6,0.153617074,,16423.70277,6279.047678
57658,Mobile Home,0.906940775,991.2,1872.2,1,Northwest,118.8,0.119854722,,2829.894254,2596.316611
57736,2 Unit,0.997557105,975.8,1829.8,2,North,146.2,0.149825784,,3942.392036,3196.819234
57748,Single-Family Detached,0.744529875,2766.8,7111.4,1,West,308.7,0.111572936,,3734.604647,2715.303465
57753,Single-Family Detached,0.871514547,1340.8,2713.8,1,Northwest,351,0.26178401,,5050.493752,4855.894562
57803,Single-Family Detached,0.979627785,3085.8,4904.8,2,West,211,0.06837773,,3252.795808,4579.821614
57855,20 to 49 Unit,0.943945833,174.3,1028.3,3,Southwest,15.7,0.090074584,,465.6899305,1181.076413
57872,Single-Family Detached,0.871514547,1340.8,2713.8,1,Southeast,140.4,0.104713604,,13854.05563,2875.320269
57893,Single-Family Detached,0.832924253,2027.8,4570.2,1,Southeast,72,0.03550646,,3490.769516,6032.574908
58005,50 or more Unit,0.339125205,174.3,174.3,35,Northeast,52.3,0.300057372,,146.242464,1394.139081
58015,Single-Family Detached,0.871514547,1340.8,2713.8,1,South,210.6,0.157070406,,10792.63523,5242.748375
58022,Single-Family Detached,0.832924253,1611.8,3510.2,1,South,412.8,0.25611118,,14362.82701,5971.029984
58047,10 to 19 Unit,0.962018974,563.3,563.3,3,North,101.4,0.180010652,,1895.290611,2270.714652
58052,Single-Family Detached,0.871514547,1429,2945,1,Southeast,125.4,0.087753674,,13939.63238,5687.630258
58054,Single-Family Detached,0.773567127,2494.4,6132.4,1,Northwest,183.6,0.073604875,,6506.7639,3164.288345
58148,Single-Family Detached,0.801044342,2265.2,5345.4,1,South,246.7,0.108908706,,14047.48253,8902.033757
58154,Single-Family Detached,0.979627785,1672,3491,2,Northeast,142.9,0.085466507,,3725.519444,3003.099256
58276,5 to 9 Unit,0.989937806,565.5,1188.5,2,South,101.8,0.180017683,,4737.200778,2242.579829
58294,Single-Family Detached,0.988418785,1900.6,2712.6,2,South,216,0.113648322,,28518.74584,4156.626988
58313,Single-Family Detached,0.871514547,1429,2945,1,West,94,0.065780266,,7950.725063,11800.21357
58347,Single-Family Detached,0.832924253,1090.8,2040,1,South,175.2,0.160616062,,10050.57928,5485.118149
58381,Single-Family Detached,0.995742895,2512.8,3775,2,West,166.4,0.066220949,,21284.28647,4082.186936
58387,Single-Family Detached,0.871514547,1340.8,2713.8,1,South,70.2,0.052356802,,5863.17983,5531.130308
58389,5 to 9 Unit,0.98165708,929.4,2611.4,3,Northeast,139.4,0.14998924,,2526.858767,2694.202348
58396,Single-Family Detached,0.995742895,1479.3,2875.9,2,West,102.9,0.069559927,,3870.882695,2520.118132
58428,Single-Family Attached,0.834395608,488.6,2364.6,1,East,44,0.090053213,,11137.57988,3130.292101
58492,Single-Family Detached,0.832924253,1611.8,3510.2,1,Southwest,206.4,0.12805559,,1773.079974,5765.880235
58514,Single-Family Detached,0.995742895,2512.8,3775,2,West,111.1,0.044213626,,4283.819833,3438.602867
58529,Single-Family Detached,0.832924253,1376,3074,1,Southwest,165.2,0.12005814,,4405.444327,7783.967624
58550,Single-Family Detached,0.979627785,3135.9,5082.6,2,Southwest,135.3,0.043145508,,6318.905344,3380.574795
58565,10 to 19 Unit,0.865754458,299.6,299.6,3,Northwest,54,0.18024032,,885.367703,67.99248828
58631,Single-Family Detached,0.832924253,1611.8,3510.2,1,North,123.8,0.076808537,,14122.8018,4327.194351
58644,Single-Family Detached,0.871514547,1637.6,3332.5,1,North,156.6,0.095627748,,2417.250187,5459.034824
58723,Single-Family Detached,0.906940775,1113.6,2098.6,1,Southeast,89.2,0.080100575,,1077.036183,2825.791259
58762,Single-Family Detached,0.995742895,2064,3013.2,2,West,292.1,0.141521318,,10005.15326,3049.990628
58769,Mobile Home,0.871514547,1170.2,2398.2,1,Northwest,140.4,0.119979491,,3208.249005,1520.745783
58785,Single-Family Detached,0.744529875,2652.2,6674.8,1,North,159.3,0.060063344,,6481.266717,8261.380398
58799,Single-Family Detached,0.979627785,2629.8,4126.8,2,South,733.2,0.278804472,,13736.24106,4391.083844
58842,Single-Family Detached,0.871514547,1340.8,2713.8,1,North,140.4,0.104713604,,14665.27635,2957.966311
58975,Single-Family Detached,0.871514547,1637.6,3332.5,1,South,94,0.057401075,,6715.137431,3908.10272
59058,50 or more Unit,0.730034233,148.8,771.8,6,South,26.8,0.180107527,,3246.055173,2604.522601
59108,Single-Family Detached,0.979627785,3031.8,4689.8,2,Southeast,219.7,0.072465202,,19848.82437,8860.417665
59131,Single-Family Detached,0.988418785,2811.6,4512.6,2,East,252.9,0.089948784,,13444.63534,4885.49474
59157,10 to 19 Unit,0.995949589,244.6,1926.6,2,East,22,0.089942764,,978.5643033,1926.649215
59167,Single-Family Detached,0.995742895,2064,3013.2,2,South,233.3,0.113032946,,22801.22233,4159.85077
59169,Single-Family Detached,0.99988623,1740,2426.4,2,Northeast,248.4,0.142758621,,819.1336411,3243.417533
59183,5 to 9 Unit,0.995949589,684.8,684.8,2,East,123.2,0.179906542,,6182.041154,2262.508662
59203,Single-Family Detached,0.801044342,2265.2,5345.4,1,Southeast,205.6,0.090764612,,8123.930065,2364.204323
59230,Single-Family Detached,0.99988623,1156.5,2034.9,2,West,88,0.076091656,,7988.53123,4050.535261
59235,Single-Family Detached,0.871514547,1429,2945,1,Southwest,125.4,0.087753674,,1751.978858,3702.073758
59334,Single-Family Detached,0.871514547,1170.2,2398.2,1,North,351,0.299948727,,4650.744813,4785.850576
59344,Single-Family Detached,0.871514547,1637.6,3332.5,1,Southwest,188.2,0.114924279,,7525.185869,3460.876268
59358,Single-Family Detached,0.995742895,2064,3013.2,2,North,174.9,0.084738372,,14546.58256,67.99248828
59377,Single-Family Detached,0.744529875,1921.2,5231.2,1,North,230.6,0.120029148,,296.0017809,4507.139988
59413,Single-Family Detached,0.995742895,2512.8,3775,2,East,333.1,0.132561286,,2911.07494,2081.683812
59415,50 or more Unit,0.826335124,684.8,684.8,6,West,82.1,0.119889019,,825.5812047,2227.340133
59419,Single-Family Detached,0.832924253,2027.8,4570.2,1,South,108,0.05325969,,4217.2927,2039.774648
59459,Single-Family Detached,0.988418785,2355.6,3573.6,2,South,198.4,0.084224826,,4233.70468,1465.355351
59518,5 to 9 Unit,0.943945833,662.2,1516.2,3,South,79.4,0.119903352,,3712.331246,2680.428008
59625,10 to 19 Unit,0.943945833,487.9,487.9,3,North,146.4,0.300061488,,824.9950626,3099.812709
59672,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,72,0.03550646,,7485.914346,7747.626811
59678,Single-Family Detached,0.832924253,1625,3611,1,Northwest,111.7,0.068738462,,14109.6136,4588.906816
59700,Single-Family Detached,0.773567127,2100,5094,1,North,155.6,0.074095238,,5067.784946,9521.585999
59740,Single-Family Detached,0.832924253,1611.8,3510.2,1,West,206.4,0.12805559,,5255.057359,2862.132071
59784,Single-Family Detached,0.995742895,2466,3576.2,2,Northeast,233.4,0.094647202,,9042.121728,3903.706654
59809,Single-Family Detached,0.906940775,991.2,1872.2,1,Southeast,118.8,0.119854722,,1461.838498,2239.649118
59835,Single-Family Detached,0.99988623,1654.8,2268.8,2,South,148.8,0.089920232,,1376.554817,2182.793331
59868,Single-Family Detached,0.871514547,1637.6,3332.5,1,Southeast,188.2,0.114924279,,1167.302072,3971.113001
59919,Single-Family Detached,0.995742895,2330,3467,2,East,333.1,0.142961373,,7333.81046,1775.131472
59950,Single-Family Detached,0.832924253,1611.8,3510.2,1,North,206.4,0.12805559,,0,7969.481611
59962,Single-Family Detached,0.832924253,1611.8,3510.2,1,Northeast,165.2,0.102494106,,8466.530146,5336.531117
60142,3 or 4 Unit,0.99999585,764.5,1902.5,2,East,91.6,0.119816874,,1709.190481,3954.994092
60203,20 to 49 Unit,0.99999585,201.2,1339.2,2,East,36.2,0.179920477,,832.9079814,1301.528623
60252,Single-Family Detached,0.832924253,1376,3074,1,West,412.8,0.3,,1202.470601,2353.946836
60277,Single-Family Detached,0.871514547,1170.2,2398.2,1,South,175.4,0.149888908,,14376.89442,3053.214409
60354,10 to 19 Unit,0.962018974,402.4,1540.4,3,East,36.2,0.089960239,,301.5701312,978.5643033
60371,Single-Family Detached,0.871514547,1340.8,2713.8,1,South,175.4,0.130817422,,7002.933222,95.24809781
60427,2 Unit,0.880032866,764.5,1902.5,1,Southeast,68.8,0.08999346,,1101.654152,2371.238029
60432,Mobile Home,0.871514547,1170.2,2398.2,1,East,351,0.299948727,,6415.032655,1229.72621
60437,Single-Family Detached,0.801044342,1558.6,3737.6,1,South,280.6,0.180033363,,3399.331343,3837.765664
60466,Single-Family Detached,0.968042554,2935.4,4598.3,2,Southwest,332.7,0.113340601,,8005.822424,8464.185577
60467,Mobile Home,0.801044342,1558.6,3737.6,1,East,140.4,0.090080842,,5026.461925,4690.016336
60484,50 or more Unit,0.760845879,174.3,174.3,6,Southwest,31.4,0.180149168,,363.701198,1155.872301
60501,Single-Family Detached,0.979627785,1408,2905,2,East,253.4,0.179971591,,22186.35922,5622.27541
60509,2 Unit,0.997557105,975.8,1829.8,2,East,175.8,0.180159869,,7754.367446,1691.899288
60541,Single-Family Detached,0.801044342,2142,4900.1,1,West,212.6,0.099253035,,12930.58869,5943.481304
60611,Single-Family Detached,0.801044342,1861.2,4297.4,1,East,140.4,0.075435203,,5540.801653,5435.002997
60628,Single-Family Detached,0.871514547,1340.8,2713.8,1,Southeast,210.6,0.157070406,,3511.284492,11411.8944
60640,Mobile Home,0.871514547,1170.2,2398.2,1,Northwest,70.2,0.059989745,,4654.847807,3427.466166
60673,Single-Family Detached,0.871514547,1637.6,3332.5,1,North,125.4,0.076575476,,8849.280964,8606.91119
60691,Single-Family Detached,0.871514547,1340.8,2713.8,1,North,140.4,0.104713604,,2587.817549,2201.256808
60720,Single-Family Detached,0.988418785,1665.4,3354.6,2,East,92.6,0.055602258,,5702.283813,3862.676705
60722,Single-Family Detached,0.988418785,2811.6,4512.6,2,West,379.5,0.134976526,,1209.504307,3588.655254
60794,Mobile Home,0.832924253,1376,3074,1,West,412.8,0.3,,3029.768724,3588.948325
60799,Single-Family Detached,0.968042554,3101,5044,2,East,235.8,0.076039987,,37878.26353,11697.6387
60808,5 to 9 Unit,0.981471835,107,429,1,West,16.1,0.15046729,,701.0259998,1455.684006
60913,Single-Family Detached,0.744529875,2195,6081,1,South,514.4,0.234350797,,6493.868773,11128.78775
60944,Single-Family Detached,0.995742895,2330,3323,2,South,175,0.075107296,,20944.61711,4115.303968
60976,20 to 49 Unit,0.962018974,201.2,1339.2,3,North,18.1,0.089960239,,1128.909762,756.7095032
61009,3 or 4 Unit,0.98165708,1369.6,3051.6,3,East,123.2,0.089953271,,11634.62842,5328.618198
61017,Single-Family Detached,0.801044342,1861.2,4297.4,1,Southeast,140.4,0.075435203,,23547.67435,6907.685124
61038,Single-Family Detached,0.99988623,2142,2989.4,2,North,198.5,0.092670401,,3337.200276,11489.85131
61144,Single-Family Attached,0.996000752,690.8,1628.8,2,Northwest,124.4,0.180081065,,3807.872414,1759.598705
61227,Single-Family Detached,0.871514547,1429,2945,1,Southwest,94,0.065780266,,5943.481303,2875.906411
61249,Single-Family Detached,0.871514547,1170.2,2398.2,1,North,70.2,0.059989745,,9951.81433,4801.676413
61290,10 to 19 Unit,0.99999585,201.2,1339.2,2,East,60.3,0.299701789,,449.8640927,487.3771897
61308,Single-Family Detached,0.968042554,3402.8,5575.2,2,Southwest,314.5,0.092423886,,10117.39948,5121.12388
61376,Single-Family Detached,0.832924253,1611.8,3510.2,1,North,247.6,0.153617074,,6334.14504,5699.353102
61396,Mobile Home,0.871514547,1170.2,2398.2,1,West,105.4,0.090070073,,4000.127036,3196.819234
61460,10 to 19 Unit,0.943945833,487.9,1341.9,3,North,73.1,0.149825784,,559.1796019,1157.923798
61472,Single-Family Detached,0.801044342,2142,4900.1,1,Northwest,255.1,0.119094304,,3926.273127,6045.176965
61476,Single-Family Detached,0.871514547,1340.8,2713.8,1,East,140.4,0.104713604,,3100.984994,5275.279264
61509,Single-Family Detached,0.832924253,2027.8,4570.2,1,East,216,0.106519381,,799.2048084,2797.363365
61519,Single-Family Attached,0.965364261,1453.9,1903.7,3,Northwest,163.6,0.112524933,,19345.0352,2277.162216
61525,Single-Family Detached,0.968042554,3402.8,5575.2,2,North,314.5,0.092423886,,1458.321646,3236.090757
61555,Single-Family Detached,0.995742895,2512.8,3775,2,East,221.8,0.088268067,,15787.15241,8596.06756
61564,Single-Family Detached,0.871514547,1340.8,2713.8,1,West,140.4,0.104713604,,24105.97473,2952.10489
61565,Single-Family Detached,0.995742895,2064,3013.2,2,South,350.4,0.169767442,,20268.79521,0
61575,10 to 19 Unit,0.989485024,767.8,767.8,2,North,138.2,0.17999479,,3433.913729,2319.950591
61587,Single-Family Detached,0.832924253,1611.8,3510.2,1,Southwest,165.2,0.102494106,,3239.60761,2883.81933
61607,Single-Family Detached,0.988418785,2355.6,3573.6,2,West,264.4,0.112243165,,3455.600989,8196.904762
61651,Single-Family Detached,0.979627785,3085.8,5065.8,2,North,211,0.06837773,,10813.73635,5305.758654
61698,Single-Family Detached,0.99988623,912.8,1599.2,2,East,137,0.150087642,,3889.346172,2262.801733
61709,10 to 19 Unit,0.92112127,416.7,1039.7,3,Northeast,75,0.179985601,,3862.090563,909.1064597
61714,Single-Family Detached,0.832924253,2027.8,4570.2,1,Southeast,108,0.05325969,,18112.37828,3158.426924
61733,Single-Family Detached,0.99988623,2142,2989.4,2,West,496.3,0.231699346,,14401.21931,7191.964062
61742,Single-Family Detached,0.832924253,1680,3954,1,West,108,0.064285714,,1117.18692,7774.296279
61787,Single-Family Detached,0.928814344,4463.8,8070,2,East,300.5,0.067319324,,7970.360824,3519.490482
61834,Single-Family Detached,0.995742895,2512.8,3775,2,North,221.8,0.088268067,,10133.51839,3278.292991
61906,Single-Family Detached,0.871514547,1429,2945,1,South,156.6,0.109587124,,7380.701831,4054.345185
61909,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,72,0.03550646,,16828.72699,4828.345881
61931,Single-Family Detached,0.801044342,1850.6,4605.6,1,West,205.6,0.111099103,,1624.492942,7373.081984
61942,10 to 19 Unit,0.99999585,201.2,201.2,2,Northeast,18.1,0.089960239,,339.9624414,1745.824365
61951,Single-Family Detached,0.928814344,4373.8,7819,2,East,309.1,0.070670813,,27438.48587,3487.252664
62004,Single-Family Detached,0.871514547,1170.2,2398.2,1,East,140.4,0.119979491,,4367.638159,5630.77447
62021,10 to 19 Unit,0.997557105,487.9,1341.9,2,East,58.5,0.119901619,,5945.5328,1621.855302
62041,Single-Family Detached,0.773567127,1728,4406,1,North,155.6,0.090046296,,26334.19408,5659.788507
62048,Single-Family Detached,0.937146424,928.8,1637.6,1,Northwest,100.8,0.108527132,,1181.076413,2950.932606
62207,50 or more Unit,0.760845879,174.3,1028.3,6,North,31.4,0.180149168,,329.998025,1215.658799
62223,Single-Family Detached,0.871514547,1170.2,2398.2,1,North,105.4,0.090070073,,12753.57376,4275.320772
62225,Single-Family Detached,0.968042554,2717,4372,2,South,244.4,0.089952153,,232.4053586,2430.145314
62233,Single-Family Detached,0.988418785,2757.6,4136.6,2,East,264.5,0.095916739,,3008.081464,8105.759659
62264,10 to 19 Unit,0.99999585,201.2,1339.2,2,East,36.2,0.179920477,,442.2442449,1919.029368
62284,50 or more Unit,0.962018974,201.2,201.2,3,South,24.1,0.119781312,,196.357617,1476.492051
62312,Single-Family Detached,0.968042554,3466.7,5776.3,2,East,454.6,0.131133354,,26185.90012,7650.913358
62354,Single-Family Detached,0.871514547,1637.6,3332.5,1,Northwest,313.6,0.191499756,,3434.2068,3661.629951
62360,Single-Family Detached,0.937146424,840.8,1474.8,1,East,126,0.149857279,,1145.028671,917.0193786
62377,Single-Family Attached,0.997882701,406.6,731.6,2,North,48.8,0.120019675,,1745.824365,1968.85145
62391,Single-Family Detached,0.871514547,1170.2,2398.2,1,Northwest,70.2,0.059989745,,9980.242224,3566.088782
62407,Mobile Home,0.832924253,1376,3074,1,North,165.2,0.12005814,,1743.772867,5510.908403
62416,Mobile Home,0.906940775,991.2,1872.2,1,West,148.6,0.14991929,,2218.841072,4168.349831
62429,Single-Family Detached,0.937146424,1175.2,2097.2,1,West,133.8,0.113852961,,742.3490208,2607.160241
62444,Single-Family Detached,0.979627785,2629.8,4126.8,2,Northeast,219.7,0.083542475,,1979.98815,2838.393315
62471,Single-Family Detached,0.988418785,2811.6,4512.6,2,North,632.4,0.224925309,,3042.956922,4612.352502
62542,Single-Family Detached,0.968042554,3402.8,5575.2,2,South,235.8,0.069295874,,6759.684233,7428.765487
62648,Single-Family Detached,0.99988623,1740,2426.4,2,North,298,0.171264368,,10167.51464,4810.468546
62698,5 to 9 Unit,0.989937806,297.6,297.6,2,Northwest,53.6,0.180107527,,6.447563544,1579.653068
62806,Single-Family Detached,0.988418785,2811.6,4351.7,2,West,379.5,0.134976526,,26809.26229,3234.33233
62815,Single-Family Detached,0.906940775,1113.6,2098.6,1,North,178.4,0.160201149,,12832.70295,3313.754591
62823,3 or 4 Unit,0.962018974,1126.6,1126.6,3,East,67.6,0.060003551,,1528.07256,4571.615624
62902,Single-Family Detached,0.801044342,1861.2,4297.4,1,East,140.4,0.075435203,,22833.75322,8088.468466
62982,Single-Family Detached,0.871514547,1340.8,2713.8,1,South,210.6,0.157070406,,5864.059043,67.99248828
62995,Single-Family Detached,0.832924253,1611.8,3510.2,1,Northwest,412.8,0.25611118,,32603.57042,4425.37316
62999,Single-Family Detached,0.801044342,1253.6,2471.6,1,South,132.2,0.105456286,,10724.34967,4165.126049
63137,Single-Family Detached,0.968042554,3402.8,5575.2,2,Northeast,314.5,0.092423886,,1163.492149,10213.5268
63145,Single-Family Detached,0.98205407,1667.4,2300.2,3,Southeast,150,0.089960417,,11285.2877,2950.932606
63177,Single-Family Detached,0.906940775,1421.4,2728.3,1,North,78.9,0.055508653,,1281.013648,2335.483358
63245,50 or more Unit,0.423230097,148.8,148.8,20,North,44.7,0.300403226,,130.7096973,1067.071766
63306,Single-Family Detached,0.871514547,1170.2,2398.2,1,North,140.4,0.119979491,,8492.613472,4001.00625
63374,5 to 9 Unit,0.99999585,764.5,1902.5,2,East,91.6,0.119816874,,2390.287648,2242.286758
63375,10 to 19 Unit,0.99999585,201.2,201.2,2,West,24.1,0.119781312,,1344.023928,2007.829901
63454,Single-Family Detached,0.801044342,2265.2,5345.4,1,Northeast,123.4,0.054476426,,5610.845639,6200.797702
